"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"151","Indonesia","IDN",56.6,2.68,0.505953060362834,4.67721145953896,100.403699178227,99.9636508050608,6.69357994521511,6.66424338700405,105.044,2.307,4.20176,4.614,20210708,NA,66.82,NA,37.5,NA,71.01,NA,NA,2.02769230769231,6.25,4.4,NA,"74.6","Medium","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-2.1 %","High","6.5 %","Medium","2.0 %","Low","Partially open","Medium","NO DATA",NA,"-31.25%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-55.56%","Low","2.9","Medium","3.1","Medium","2.9","Medium","No hotspot","Low","NO CRISIS","Low",6,0,0
"152","India","IND",46.5,4.7,0.488446731807721,4.41572699224109,-55.1566722051592,-25.4661218018501,0,0,30.841,0.576,1.23364,1.152,20210708,NA,72.97,NA,25,NA,79.82,NA,NA,1.08153846153846,7.5,4.6,NA,"55.7","Medium","82","Low","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","No income support","High","1","Medium","12.5 %","Low","NO DATA",NA,"4.9 %","Medium","Partially open","Medium","NO DATA",NA,"-38.04%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-20.20%","Low","8.4","High","0.0","Low","6.2","Medium","NO DATA",NA,"NO CRISIS","Low",6.5,0,0
"153","Ireland","IRL",59,2.2,0.471863855960883,4.16803573913646,-58.6788053355279,34.4874780337619,0,2.29916520225079,105.976,0.231,4.23904,0.462,20210708,NA,69.06,NA,100,NA,64.64,NA,NA,1.68307692307692,0,3,NA,"91.3","Medium","80","Medium","Ban on high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","4.2 %","Low","6.8 %","Medium","1.6 %","Low","Fully open","Low","NO DATA",NA,"-83.33%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",2.5,0,0
"154","Iran","IRN",37.7,6.46,0.561446046712609,5.50608622495636,8.91769007218525,29.6263443840781,0.594512671479016,1.9750896256052,169.365,1.696,6.7746,3.392,20210708,NA,63.39,NA,37.5,NA,67.08,NA,NA,2.55538461538461,6.25,3.7,NA,"163.7","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","2.5 %","Low","10.8 %","Medium","39.0 %","High","Partially open","Medium","NO DATA",NA,"-79.10%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-19.05%","Medium","2.4","Medium","0.0","Low","3.6","Medium","No hotspot","Low","Medium","High",4.25,0,0
"155","Iraq","IRQ",25.8,8.84,0.579156044418726,5.77061281038241,21.4618916437098,35.3245198956744,1.43079277624732,2.35496799304496,181.831,0.806,7.27324,1.612,20210708,NA,59.11,NA,37.5,NA,62.2,NA,NA,3.21384615384615,6.25,4.8,NA,"176.7","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","1.1 %","Low","NO DATA",NA,"9.4 %","High","Closed due to COVID-19","High","NO DATA",NA,"-83.33%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","-14.04%","Medium","0.0","Low","0.0","Low","0.5","Low","No hotspot","Low","High","High",7,0,0
"156","Iceland","ISL",46.3,4.74,0.0892703386434036,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0,0,0,0,20210708,NA,46.35,NA,100,NA,38.69,NA,NA,5.17692307692308,0,2.6,NA,"7.7","Low","-999","High","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-6.6 %","High","6.4 %","Medium","3.2 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",1.5,0,0
"157","Israel","ISR",47.3,4.54,0.934261202300882,10,-100,342.975750066637,0,10,42.929,0,1.71716,0,20210708,NA,50,NA,75,NA,46.43,NA,NA,4.61538461538462,2.5,2.7,NA,"15.3","Low","-999","High","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-2.4 %","High","5.0 %","Low","0.3 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-90.83%","Low","0.0","Low","0.0","Low","0.3","Low","NO DATA",NA,"NO CRISIS","Low",1.75,0,0
"158","Italy","ITA",56.2,2.76,0.826364486950981,9.4630585281457,-29.1202513567552,-26.4387329547013,0,0,13.716,0.359,0.548640000000001,0.718,20210708,NA,64.06,NA,75,NA,62.5,NA,NA,2.45230769230769,2.5,3.2,NA,"22.1","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-8.9 %","High","9.1 %","Medium","-0.1 %","Medium","Fully open","Low","NO DATA",NA,"-78.15%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.7","Low","0.0","Low","1.0","Low","NO DATA",NA,"NO CRISIS","Low",3,0,0
"159","Jamaica","JAM",29,8.2,0.528550321677491,5.01473699030071,-4.3776192094235,-12.5782043325234,0,0,16.017,1.254,0.64068,2.508,20210708,NA,72.45,NA,50,NA,75.65,NA,NA,1.16153846153846,5,4.1,NA,"23.6","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","1.5 %","Low","NO DATA",NA,"5.2 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","66.67%","High","0.0","Low","1.5","Low","1.4","Low","NO DATA",NA,"NO CRISIS","Low",5.25,0,0
"160","Jordan","JOR",42.1,5.58,1,10,-21.0526315789474,5.15143601908333,0,0.343429067938889,49.327,0.7,1.97308,1.4,20210708,NA,49.79,NA,37.5,NA,51.55,NA,NA,4.64769230769231,6.25,4.3,NA,"69.2","Medium","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","2.0 %","Low","NO DATA",NA,"0.4 %","Low","Closed due to COVID-19","High","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","1.7","Low","NO DATA",NA,"High","High",5.75,0,0
"161","Japan","JPN",59.8,2.04,0.524349795738758,4.9519955488841,-51.9769035036211,5.62721279576274,0,0.375147519717515,13.31,0.133,0.532399999999999,0.266,20210708,NA,59.01,NA,100,NA,53.15,NA,NA,3.22923076923077,0,2.3,NA,"16.3","Low","-999","High","Total border closure","Low","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.3 %","Low","2.8 %","Low","0.0 %","Medium","Fully open","Low","NO DATA",NA,"-45.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.9","Medium","6.2","Medium","0.0","Low","NO DATA",NA,"NO CRISIS","Low",0.75,0,0
"162","Kazakhstan","KAZ",40.7,5.86,0.566494764004182,5.58149673421125,43.2525252525253,102.850471568877,2.88350168350168,6.85669810459181,151.365,0.198,6.0546,0.396000000000001,20210708,NA,63.02,NA,75,NA,61.31,NA,NA,2.61230769230769,2.5,3.1,NA,"97.4","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","0","High","3.2 %","Low","5.5 %","Medium","6.4 %","High","Partially open","Medium","NO DATA",NA,"-66.67%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","100.00%","High","0.0","Low","0.0","Low","3.7","Medium","No hotspot","Low","NO CRISIS","Low",2.75,0,0
"163","Kenya","KEN",47.1,4.58,0.623502477917623,6.43299633091979,-2.32558139534884,-16.7668458551018,0,0,7.434,0.189,0.297359999999999,0.378,20210708,NA,67.6,NA,75,NA,66.55,NA,NA,1.90769230769231,2.5,5.6,NA,"13.5","Low","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","1","Medium","-0.1 %","Medium","NO DATA",NA,"5.0 %","Medium","Fully open","Low","1,425,209","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","75.00%","High","0.0","Low","0.0","Low","5.7","Medium","Hotspot","High","Medium","Medium",9,10,0
"164","Kyrgyzstan","KGZ",49.3,4.14,0.387013454189184,2.90066194128761,31.251081288154,84.9883764824345,2.08340541921027,5.66589176549564,207.973,1.379,8.31892,2.758,20210708,NA,54.17,NA,25,NA,58.33,NA,NA,3.97384615384615,7.5,3.8,NA,"170.4","High","47","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","6.0 %","Low","6.6 %","Medium","8.6 %","High","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","-75.00%","Low","0.0","Low","0.0","Low","5.7","Medium","No hotspot","Low","NO CRISIS","Low",4.5,0,0
"165","Cambodia","KHM",39.2,6.16,0.381930725623582,2.82474342032463,70.2521670606777,47.2742140361008,4.68347780404518,3.15161426907339,57.403,1.675,2.29612,3.35,20210708,NA,62.81,NA,12.5,NA,70,NA,NA,2.64461538461538,8.75,4.9,NA,"57.2","Medium","-999","High","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-3.5 %","High","NO DATA",NA,"2.9 %","Low","Closed due to COVID-19","High","NO DATA",NA,"-85.71%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","4.8","Medium","2.3","Medium","4.2","Medium","No hotspot","Low","NO CRISIS","Low",7.25,0,0
"166","Kiribati","KIR",19.2,10,NA,NA,NA,NA,NA,NA,0,0,0,0,20210708,NA,24.9,NA,25,NA,24.88,NA,NA,8.47692307692308,7.5,5.9,NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"1.8 %","Low","NO DATA",NA,"2.5 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","3.8","Medium","NO DATA",NA,"NO CRISIS","Low",9.75,0,0
"167","Saint Kitts and Nevis","KNA",26.2,8.76,NA,NA,-100,-68.6159902417043,0,0,190.684,0,7.62736,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,"453.1","High","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-18.7 %","High","NO DATA",NA,"-0.6 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","1.2","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",3.25,0,0
"168","Korea Republic of","KOR",17.5,10,0.442387053114063,3.72775346831195,-14.3785310734463,58.7246871113184,0,3.91497914075456,17.568,0.036,0.702719999999999,0.0719999999999992,20210708,NA,52.19,NA,50,NA,52.5,NA,NA,4.27846153846154,5,2.9,NA,"14.2","Low","-999","High","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-1.0 %","Medium","3.9 %","Low","0.5 %","Low","Partially open","Medium","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"4.7","Medium","4.6","Medium","0.3","Low","NO DATA",NA,"NO CRISIS","Low",2.25,0,0
"169","Kuwait","KWT",46.1,4.78,0.7370482417355,8.12898035591836,70.3487792725461,5.20976635287117,4.68991861816974,0.347317756858079,419.483,3.011,10,6.022,20210708,NA,55.52,NA,37.5,NA,58.1,NA,NA,3.76615384615385,6.25,3.9,NA,"550.7","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","0.7 %","Medium","NO DATA",NA,"2.3 %","Low","Closed due to COVID-19","High","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"170","Lao PDR","LAO",43.1,5.38,0.238039644665405,0.67550450167796,0.01,0.01,0.000666666666667481,0.000666666666667481,5.478,0,0.21912,0,20210708,NA,66.98,NA,87.5,NA,64.05,NA,NA,2.00307692307692,1.25,4.6,NA,"1.4","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-0.4 %","Medium","NO DATA",NA,"5.1 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"1.0","Low","1.7","Low","2.4","Medium","No hotspot","Low","NO CRISIS","Low",6.5,0,0
"171","Lebanon","LBN",43.1,5.38,1,10,-33.3333333333333,43.4549843090451,0,2.89699895393634,31.395,0.335,1.2558,0.67,20210708,NA,64.38,NA,25,NA,70,NA,NA,2.40307692307692,7.5,5,NA,"28.1","Medium","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-25.0 %","High","NO DATA",NA,"88.2 %","High","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-42.11%","Low","0.0","Low","0.0","Low","0.8","Low","NO DATA",NA,"High","High",7.5,0,0
"172","Liberia","LBR",35.1,6.98,0.337301587301587,2.1581372599666,41.2607576967439,112.359587808528,2.75071717978292,7.4906391872352,25.449,0.198,1.01796,0.396000000000001,20210708,NA,53.75,NA,12.5,NA,59.64,NA,NA,4.03846153846154,8.75,6.2,NA,"23.7","Medium","-999","High","Screening","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-3.0 %","High","NO DATA",NA,"10.9 %","High","Fully open","Low","939,381","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","6.2","Medium","0.0","Low","0.0","Low","No hotspot","Low","NO CRISIS","Low",10,0,0
"173","Libya","LBY",25.7,8.86,0.65232535895112,6.86351125409783,64.1227847027898,108.350084657963,4.27485231351932,7.22333897719757,97.05,0.624,3.882,1.248,20210708,NA,48.65,NA,0,NA,55.6,NA,NA,4.82307692307692,10,4.3,NA,"51.0","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","131.0 %","Low","NO DATA",NA,"18.2 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","366.67%","High","0.0","Low","0.0","Low","0.0","Low","No hotspot","Low","Medium","Medium",5.75,0,0
"174","Saint Lucia","LCA",35.3,6.94,NA,NA,-70.8319943686973,25.3542826147402,0,1.69028550764934,52.124,0.778,2.08496,1.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,"53.9","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-18.9 %","High","NO DATA",NA,"-1.8 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","1.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"175","Liechtenstein","LIE",43.5,5.3,0.42888888888889,3.52613722017591,0.01,0.01,0.000666666666667481,0.000666666666667481,48.697,0,1.94788,0,20210708,NA,56.35,NA,62.5,NA,55.48,NA,NA,3.63846153846154,3.75,1.9,NA,"20.6","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"Recommend not leaving house","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",0,0,0
"176","Sri Lanka","LKA",33.9,7.22,0.447241592058589,3.80026361947756,-32.9601113794954,-30.6876732702154,0,0,63.959,1.828,2.55836,3.656,20210708,NA,80.52,NA,50,NA,84.88,NA,NA,0,5,4.3,NA,"140.0","High","20","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","No income support","High","2","Low","-3.6 %","High","5.8 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"487.50%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","3.5","Medium","No hotspot","Low","NO CRISIS","Low",5.75,0,0
"177","Lesotho","LSO",30.2,7.96,0.292142857142858,1.48362081511472,55.4722817035451,74.0709130146986,3.69815211356967,4.93806086764657,19.606,0.267,0.784239999999999,0.534000000000001,20210708,NA,49.79,NA,0,NA,56.9,NA,NA,4.64769230769231,10,6,NA,"14.8","Low","-999","High","Total border closure","Low","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","3.5 %","Low","NO DATA",NA,"4.9 %","Medium","Fully open","Low","374,195","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","3.7","Medium","No hotspot","Low","High","High",10,0,0
"178","Lithuania","LTU",55,3,0.882696120570234,10,-58.6892405422268,-64.3071950004836,0,0,11.283,0.63,0.451319999999999,1.26,20210708,NA,62.29,NA,100,NA,56.9,NA,NA,2.72461538461538,0,2.8,NA,"28.1","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","3.2 %","Low","8.9 %","Medium","1.5 %","Low","Partially open","Medium","NO DATA",NA,"-50.00%","Low","Public officials urging caution about COVID-19","Medium","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","2.1","Medium","NO DATA",NA,"NO CRISIS","Low",2,0,0
"179","Luxembourg","LUX",43.8,5.24,0.697767503922841,7.54226094358271,0.01,0.01,0.000666666666667481,0.000666666666667481,219.315,0.228,8.7726,0.456,20210708,NA,57.29,NA,62.5,NA,56.55,NA,NA,3.49384615384615,3.75,3.2,NA,"31.0","Medium","80","Medium","Ban on high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-1.3 %","High","6.7 %","Medium","0.0 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",3,0,0
"180","Latvia","LVA",62.9,1.42,0.864632392022289,10,-25.9607245640765,-47.3803440663921,0,0,24.085,1.59,0.9634,3.18,20210708,NA,40.1,NA,0,NA,45.83,NA,NA,6.13846153846154,10,3.4,NA,"61.9","Medium","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.9 %","Low","8.2 %","Medium","0.1 %","Low","Partially open","Medium","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",3.5,0,0
"181","Morocco","MAR",43.7,5.26,0.539865252700226,5.18374322719827,29.1433370660694,78.6265641889427,1.94288913773796,5.24177094592952,22.804,0.174,0.91216,0.348000000000001,20210708,NA,57.71,NA,12.5,NA,64.17,NA,NA,3.42923076923077,8.75,4.3,NA,"15.7","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-7.0 %","High","11.9 %","Medium","0.6 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-100.00%","Low","0.0","Low","0.0","Low","1.6","Low","No hotspot","Low","NO CRISIS","Low",5.75,0,0
"182","Moldova Republic of","MDA",42.9,5.42,0.922375021003542,10,-25.7575757575758,9.29821302193913,0,0.619880868129277,16.042,0.319,0.641680000000001,0.638,20210708,NA,66.77,NA,37.5,NA,70.95,NA,NA,2.03538461538462,6.25,4.4,NA,"18.9","Low","80","Medium","Screening","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","4.5 %","Low","5.5 %","Medium","3.0 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","0.00%","Medium","5.6","Medium","0.0","Low","5.4","Medium","NO DATA",NA,"NO CRISIS","Low",6,0,0
