"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"139","Guinea","GIN",32.7,7.46,0.42031746031746,3.39810949426376,869.230769230769,16.0879504599852,10,1.07253003066568,3.372,0.054,0.134880000000001,0.108000000000001,20210712,59.17,59.17,0,0,67.62,67.62,0,NA,3.20461538461538,10,6,NA,"2.2","Low","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","5.6 %","Low","NO DATA",NA,"8.0 %","High","Fully open","Low","683,634","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-50.00%","Low","2.6","Medium","0.0","Low","0.6","Low","No hotspot","Low","NO CRISIS","Low",10,10,0
"140","Gambia","GMB",34.2,7.16,0.227386192887204,0.516378494512233,330.769230769231,332.802180264676,10,10,12,0.236,0.48,0.472,20210712,NA,42.81,NA,25,NA,45.36,NA,NA,5.72153846153846,7.5,5.7,NA,"2.5","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","No income support","High","0","High","0.0 %","Medium","NO DATA",NA,"6.0 %","High","Fully open","Low","113,718","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.5","Medium","0.0","Low","3.1","Medium","No hotspot","Low","NO CRISIS","Low",9.25,0,0
"141","Guinea-Bissau","GNB",20,10,NA,NA,0.01,0.01,0.000666666666667481,0.000666666666667481,4.791,0.073,0.19164,0.146000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,"2.2","Low","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-2.4 %","High","NO DATA",NA,"2.0 %","Low","Fully open","Low","100,583","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"3.3","Medium","0.0","Low","2.0","Low","No hotspot","Low","NO CRISIS","Low",10,0,0
"142","Equatorial Guinea","GNQ",16.2,10,NA,NA,7.69230769230769,18.2809738388294,0.512820512820513,1.21873158925529,3.157,0,0.126280000000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,"5.2","Low","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"4.0 %","Low","NO DATA",NA,"4.8 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","No hotspot","Low","NO CRISIS","Low",9.75,0,0
"143","Greece","GRC",53.8,3.24,0.49491752538349,4.51237844064889,-49.9707321226484,222.122476186675,0,10,176.052,0.713,7.04208,1.426,20210712,NA,58.65,NA,87.5,NA,54.52,NA,NA,3.28461538461538,1.25,3.3,NA,"55.7","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.8 %","Low","16.6 %","Medium","-1.3 %","Medium","Fully open","Low","NO DATA",NA,"-75.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","0.00%","Medium","0.0","Low","0.0","Low","0.5","Low","NO DATA",NA,"Low","Medium",3.25,0,0
"144","Grenada","GRD",27.5,8.5,NA,NA,0.01,0.01,0.000666666666667481,0.000666666666667481,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,"0.9","Low","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-13.5 %","High","NO DATA",NA,"-0.7 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.3","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",4,0,0
"145","Guatemala","GTM",32.7,7.46,0.599395630000268,6.07292275718011,7.68612398769443,43.130062112298,0.512408265846297,2.8753374741532,131.801,2.009,5.27204,4.018,20210712,49.79,49.79,50,50,49.76,49.76,0,NA,4.64769230769231,5,4.8,NA,"111.6","Medium","50","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","No income support","High","2","Low","-1.5 %","High","NO DATA",NA,"2.4 %","Low","Partially open","Medium","3,727,600","High","-75.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","7.14%","Medium","1.3","Low","1.3","Low","3.8","Medium","No hotspot","Low","Medium","High",7,0,0
"146","Guyana","GUY",31.7,7.66,0.232148097649104,0.587505008907792,-22.2237908918559,-20.8516087679209,0,0,104.433,2.543,4.17732,5.086,20210712,NA,66.46,NA,50,NA,68.81,NA,NA,2.08307692307692,5,3.7,NA,"189.6","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","43.4 %","Low","NO DATA",NA,"0.7 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"2.4","Medium","0.0","Low","3.6","Medium","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"147","Honduras","HND",27.6,8.48,0.616253930379691,6.32472790755092,34.9177351607485,24.7154049163187,2.32784901071657,1.64769366108791,95.482,2.452,3.81928,4.904,20210712,NA,70.94,NA,62.5,NA,72.14,NA,NA,1.39384615384616,3.75,4.9,NA,"127.2","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-8.0 %","High","5.3 %","Medium","3.5 %","Medium","Closed due to COVID-19","High","3,065,256","High","-76.92%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","8.16%","Medium","0.6","Low","1.3","Low","4.3","Medium","No hotspot","Low","Medium","High",7.25,0,0
"148","Croatia","HRV",53.3,3.34,0.535041170648603,5.11168799748528,-46.1405846431706,15.1355356814388,0,1.00903571209592,20.496,0.313,0.819840000000001,0.625999999999999,20210712,NA,46.15,NA,37.5,NA,47.38,NA,NA,5.20769230769231,6.25,3.5,NA,"26.7","Medium","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","4.7 %","Low","9.2 %","Medium","0.3 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","NO DATA",NA,"0.0","Low","0.0","Low","1.2","Low","NO DATA",NA,"NO CRISIS","Low",3.75,0,0
"149","Haiti","HTI",31.5,7.7,0.30671768707483,1.70131875381848,7.69230769230769,-34.249767305461,0.512820512820515,0,7.041,0.438,0.281639999999999,0.875999999999999,20210712,NA,56.25,NA,50,NA,57.14,NA,NA,3.65384615384615,5,6.6,NA,"19.3","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.7 %","High","NO DATA",NA,"22.9 %","High","Fully open","Low","4,355,735","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","133.33%","High","1.3","Low","1.4","Low","3.4","Medium","No hotspot","Low","High","High",10,0,0
"150","Hungary","HUN",54,3.2,1,10,-74.7428544893079,-57.3310774299098,0,0,3.549,0.177,0.141959999999999,0.353999999999999,20210712,41.67,41.67,25,25,44.05,44.05,0,NA,5.89692307692308,7.5,3.4,NA,"10.2","Low","80","Medium","Total border closure","Low","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","4.3 %","Low","3.8 %","Low","3.3 %","Medium","Fully open","Low","NO DATA",NA,"0.00%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"2.5","Medium","0.0","Low","1.7","Low","NO DATA",NA,"NO CRISIS","Low",3.5,0,0
"151","Indonesia","IDN",56.6,2.68,0.505953060362834,4.67721145953896,115.689429939984,94.6391680023578,7.71262866266558,6.30927786682386,126.977,3.072,5.07908,6.144,20210712,66.82,66.82,37.5,37.5,71.01,71.01,1,0,2.02769230769231,6.25,4.4,NA,"74.6","Medium","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-2.1 %","High","6.5 %","Medium","2.0 %","Low","Partially open","Medium","NO DATA",NA,"-31.25%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-55.56%","Low","2.9","Medium","3.1","Medium","2.9","Medium","No hotspot","Low","NO CRISIS","Low",6,0,0
"152","India","IND",46.5,4.7,0.488446731807721,4.41572699224109,-41.833170178783,-19.5241600436675,0,0,29.932,0.625,1.19728,1.25,20210712,NA,72.97,NA,25,NA,79.82,NA,NA,1.08153846153846,7.5,4.6,NA,"55.7","Medium","82","Low","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","No income support","High","1","Medium","12.5 %","Low","NO DATA",NA,"4.9 %","Medium","Partially open","Medium","NO DATA",NA,"-38.04%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-20.20%","Low","8.4","High","0.0","Low","6.2","Medium","NO DATA",NA,"NO CRISIS","Low",6.5,0,0
"153","Ireland","IRL",59,2.2,0.471863855960883,4.16803573913646,-61.8573587712565,48.1092807662844,0,3.20728538441896,103.748,0.174,4.14992,0.348000000000001,20210712,NA,69.06,NA,100,NA,64.64,NA,NA,1.68307692307692,0,3,NA,"91.3","Medium","80","Medium","Ban on high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","4.2 %","Low","6.8 %","Medium","1.6 %","Low","Fully open","Low","NO DATA",NA,"-83.33%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",2.5,0,0
"154","Iran","IRN",37.7,6.46,0.561446046712609,5.50608622495636,14.1493436248282,48.0391990691675,0.943289574988549,3.20261327127783,201.772,1.815,8.07088,3.63,20210712,NA,63.39,NA,37.5,NA,67.08,NA,NA,2.55538461538461,6.25,3.7,NA,"163.7","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","2.5 %","Low","10.8 %","Medium","39.0 %","High","Partially open","Medium","NO DATA",NA,"-79.10%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-19.05%","Medium","2.4","Medium","0.0","Low","3.6","Medium","No hotspot","Low","Medium","High",4.25,0,0
"155","Iraq","IRQ",25.8,8.84,0.579156044418726,5.77061281038241,19.4493554919798,44.8280898575663,1.29662369946532,2.98853932383775,205.596,0.824,8.22384,1.648,20210712,NA,59.11,NA,37.5,NA,62.2,NA,NA,3.21384615384615,6.25,4.8,NA,"176.7","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","1.1 %","Low","NO DATA",NA,"9.4 %","High","Closed due to COVID-19","High","NO DATA",NA,"-83.33%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","-14.04%","Medium","0.0","Low","0.0","Low","0.5","Low","No hotspot","Low","High","High",7,0,0
"156","Iceland","ISL",46.3,4.74,0.0892703386434036,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0,0,0,0,20210712,NA,46.35,NA,100,NA,38.69,NA,NA,5.17692307692308,0,2.6,NA,"7.7","Low","-999","High","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-6.6 %","High","6.4 %","Medium","3.2 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",1.5,0,0
"157","Israel","ISR",47.3,4.54,0.934261202300882,10,866.445623342175,253.10863946679,10,10,NA,NA,NA,NA,20210712,45.83,45.83,75,75,41.67,41.67,2,1,5.25692307692308,2.5,2.7,NA,"15.3","Low","-999","High","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-2.4 %","High","5.0 %","Low","0.3 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-90.83%","Low","0.0","Low","0.0","Low","0.3","Low","NO DATA",NA,"NO CRISIS","Low",1.75,0,0
"158","Italy","ITA",56.2,2.76,0.826364486950981,9.4630585281457,-35.9004560417988,8.90703706557189,0,0.593802471038126,18.805,0.298,0.7522,0.596,20210712,NA,64.06,NA,75,NA,62.5,NA,NA,2.45230769230769,2.5,3.2,NA,"22.1","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-8.9 %","High","9.1 %","Medium","-0.1 %","Medium","Fully open","Low","NO DATA",NA,"-78.15%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.7","Low","0.0","Low","1.0","Low","NO DATA",NA,"NO CRISIS","Low",3,0,0
"159","Jamaica","JAM",29,8.2,0.528550321677491,5.01473699030071,48.6046702320538,2.7562712914215,3.24031134880359,0.1837514194281,23.06,2.316,0.9224,4.632,20210712,NA,64.9,NA,0,NA,74.17,NA,NA,2.32307692307692,10,4.1,NA,"23.6","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","1.5 %","Low","NO DATA",NA,"5.2 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","66.67%","High","0.0","Low","1.5","Low","1.4","Low","NO DATA",NA,"NO CRISIS","Low",5.25,0,0
"160","Jordan","JOR",42.1,5.58,1,10,-21.025641025641,8.05609942322908,0,0.537073294881939,52.239,0.77,2.08956,1.54,20210712,53.96,53.96,25,25,58.1,58.1,1,1,4.00615384615385,7.5,4.3,NA,"69.2","Medium","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","2.0 %","Low","NO DATA",NA,"0.4 %","Low","Closed due to COVID-19","High","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","1.7","Low","NO DATA",NA,"High","High",5.75,0,0
"161","Japan","JPN",59.8,2.04,0.524349795738758,4.9519955488841,-54.5824537701596,25.9554457229449,0,1.73036304819633,15.704,0.123,0.628159999999999,0.246,20210712,NA,59.95,NA,100,NA,54.23,NA,NA,3.08461538461538,0,2.3,NA,"16.3","Low","-999","High","Total border closure","Low","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.3 %","Low","2.8 %","Low","0.0 %","Medium","Fully open","Low","NO DATA",NA,"-45.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.9","Medium","6.2","Medium","0.0","Low","NO DATA",NA,"NO CRISIS","Low",0.75,0,0
"162","Kazakhstan","KAZ",40.7,5.86,0.566494764004182,5.58149673421125,94.0241576605213,120.291909820136,6.26827717736809,8.01946065467574,192.845,0.213,7.7138,0.426,20210712,NA,49.48,NA,0,NA,56.55,NA,NA,4.69538461538462,10,3.1,NA,"97.4","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","0","High","3.2 %","Low","5.5 %","Medium","6.4 %","High","Partially open","Medium","NO DATA",NA,"-66.67%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","100.00%","High","0.0","Low","0.0","Low","3.7","Medium","No hotspot","Low","NO CRISIS","Low",2.75,0,0
"163","Kenya","KEN",47.1,4.58,0.623502477917623,6.43299633091979,-37.9549243326333,-12.2382660078155,0,0,7.667,0.125,0.30668,0.25,20210712,NA,67.6,NA,75,NA,66.55,NA,NA,1.90769230769231,2.5,5.6,NA,"13.5","Low","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","1","Medium","-0.1 %","Medium","NO DATA",NA,"5.0 %","Medium","Fully open","Low","1,425,209","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","75.00%","High","0.0","Low","0.0","Low","5.7","Medium","Hotspot","High","Medium","Medium",9,10,0
"164","Kyrgyzstan","KGZ",49.3,4.14,0.387013454189184,2.90066194128761,55.6891151608963,71.482312891942,3.71260767739309,4.76548752612946,197.397,1.423,7.89588,2.846,20210712,NA,56.04,NA,75,NA,53.33,NA,NA,3.68615384615385,2.5,3.8,NA,"170.4","High","47","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","6.0 %","Low","6.6 %","Medium","8.6 %","High","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","-75.00%","Low","0.0","Low","0.0","Low","5.7","Medium","No hotspot","Low","NO CRISIS","Low",4.5,0,0
"165","Cambodia","KHM",39.2,6.16,0.381930725623582,2.82474342032463,79.1092206298765,39.9446839607963,5.27394804199177,2.66297893071975,56.975,1.555,2.279,3.11,20210712,62.03,62.03,0,0,70.89,70.89,0,NA,2.76461538461538,10,4.9,NA,"57.2","Medium","-999","High","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-3.5 %","High","NO DATA",NA,"2.9 %","Low","Closed due to COVID-19","High","NO DATA",NA,"-85.71%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","4.8","Medium","2.3","Medium","4.2","Medium","No hotspot","Low","NO CRISIS","Low",7.25,0,0
"166","Kiribati","KIR",19.2,10,NA,NA,NA,NA,NA,NA,0,0,0,0,20210712,21.46,21.46,25,25,20.95,20.95,1,1,9.00615384615385,7.5,5.9,NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"1.8 %","Low","NO DATA",NA,"2.5 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","3.8","Medium","NO DATA",NA,"NO CRISIS","Low",9.75,0,0
"167","Saint Kitts and Nevis","KNA",26.2,8.76,NA,NA,-100,-65.4929443942972,0,0,102.056,0,4.08224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,"453.1","High","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-18.7 %","High","NO DATA",NA,"-0.6 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","1.2","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",3.25,0,0
"168","Korea Republic of","KOR",17.5,10,0.442387053114063,3.72775346831195,16.2288930581613,85.8704795708805,1.08192620387742,5.7246986380587,23.269,0.045,0.930760000000001,0.0899999999999999,20210712,58.7,58.7,50,50,59.94,59.94,1,1,3.27692307692308,5,2.9,NA,"14.2","Low","-999","High","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-1.0 %","Medium","3.9 %","Low","0.5 %","Low","Partially open","Medium","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"4.7","Medium","4.6","Medium","0.3","Low","NO DATA",NA,"NO CRISIS","Low",2.25,0,0
"169","Kuwait","KWT",46.1,4.78,0.7370482417355,8.12898035591836,62.954202660085,2.46442533020188,4.19694684400567,0.16429502201346,398.81,3.345,10,6.69,20210712,NA,55.52,NA,37.5,NA,58.1,NA,NA,3.76615384615385,6.25,3.9,NA,"550.7","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","0.7 %","Medium","NO DATA",NA,"2.3 %","Low","Closed due to COVID-19","High","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"170","Lao PDR","LAO",43.1,5.38,0.238039644665405,0.67550450167796,0.01,0.01,0.000666666666667481,0.000666666666667481,9.327,0,0.37308,0,20210712,NA,66.98,NA,87.5,NA,64.05,NA,NA,2.00307692307692,1.25,4.6,NA,"1.4","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-0.4 %","Medium","NO DATA",NA,"5.1 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"1.0","Low","1.7","Low","2.4","Medium","No hotspot","Low","NO CRISIS","Low",6.5,0,0
