"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"145","Guatemala","GTM",32.7,7.46,0.599395630000268,6.07292275718011,14.8211951399937,44.4308581900843,0.988079675999581,2.96205721267228,77.706,1.284,3.10824,2.568,20210614,NA,53.54,NA,50,NA,54.05,NA,NA,4.07076923076923,5,4.8,NA,"72.8","Medium","50","Medium","Screening","Medium","No measures","High","No measures","High","No income support","High","2","Low","-1.5 %","High","NO DATA",NA,"2.4 %","Low","Partially open","Medium","3,727,600","High","33.33%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","25.00%","High","1.9","Low","0.4","Low","3.8","Medium","No hotspot","Low","Medium","High",7,0,0
"146","Guyana","GUY",31.7,7.66,0.232148097649104,0.587505008907792,-11.4498541137241,-3.48077644404366,0,0,130.95,3.088,5.238,6.176,20210614,NA,66.46,NA,50,NA,68.81,NA,NA,2.08307692307692,5,3.7,NA,"208.4","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","43.4 %","Low","NO DATA",NA,"0.7 %","Low","Partially open","Medium","NO DATA",NA,"0.00%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","0.0","Low","0.0","Low","3.6","Medium","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"147","Honduras","HND",27.6,8.48,0.616253930379691,6.32472790755092,-21.8284573013167,-4.47352515620353,0,0,85.126,2.192,3.40504,4.384,20210614,NA,71.25,NA,62.5,NA,72.5,NA,NA,1.34615384615385,3.75,4.9,NA,"109.7","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-8.0 %","High","5.3 %","Medium","3.5 %","Medium","Closed due to COVID-19","High","3,065,256","High","-25.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","13.95%","Medium","2.6","Medium","0.4","Low","4.5","Medium","No hotspot","Low","Medium","High",7.25,0,0
"148","Croatia","HRV",53.3,3.34,0.535041170648603,5.11168799748528,-60.362021910352,-54.7976642326993,0,0,34.729,1.601,1.38916,3.202,20210614,NA,51.87,NA,37.5,NA,53.93,NA,NA,4.32769230769231,6.25,3.5,NA,"139.8","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","4.7 %","Low","9.2 %","Medium","0.3 %","Low","Fully open","Low","NO DATA",NA,"150.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","-100.00%","Low","3.3","Medium","0.0","Low","1.2","Low","NO DATA",NA,"NO CRISIS","Low",3.75,0,0
"149","Haiti","HTI",31.5,7.7,0.30671768707483,1.70131875381848,4.84809308338721,108.85350732296,0.323206205559147,7.25690048819736,9.985,0.288,0.3994,0.576000000000001,20210614,NA,48.44,NA,50,NA,48.21,NA,NA,4.85538461538462,5,6.6,NA,"9.7","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.7 %","High","NO DATA",NA,"22.9 %","High","Fully open","Low","4,355,735","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","-72.73%","Low","2.6","Medium","0.1","Low","3.7","Medium","No hotspot","Low","High","High",10,0,0
"150","Hungary","HUN",54,3.2,1,10,-64.5887189776171,-59.3421524877637,0,0,11.564,0.739,0.46256,1.478,20210614,NA,69.79,NA,62.5,NA,70.83,NA,NA,1.57076923076923,3.75,3.4,NA,"61.1","Medium","80","Medium","Total border closure","Low","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","4.3 %","Low","3.8 %","Low","3.3 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"7.5","High","0.0","Low","2.2","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,0,0
"151","Indonesia","IDN",56.6,2.68,0.505953060362834,4.67721145953896,9.02712209571417,24.3304401777889,0.601808139714278,1.62202934518592,28.893,0.662,1.15572,1.324,20210614,66.82,66.82,37.5,37.5,71.01,71.01,1,0,2.02769230769231,6.25,4.4,NA,"27.9","Medium","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-2.1 %","High","6.5 %","Medium","2.0 %","Low","Partially open","Medium","NO DATA",NA,"300.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","52.94%","High","1.7","Low","1.2","Low","2.9","Medium","No hotspot","Low","NO CRISIS","Low",6,0,0
"152","India","IND",46.5,4.7,0.488446731807721,4.41572699224109,-14.1127784576257,-51.1858426811554,0,0,62.157,2.6,2.48628,5.2,20210614,NA,72.97,NA,25,NA,79.82,NA,NA,1.08153846153846,7.5,4.6,NA,"223.3","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","No income support","High","1","Medium","12.5 %","Low","NO DATA",NA,"4.9 %","Medium","Partially open","Medium","NO DATA",NA,"37.06%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-1.00%","Medium","4.6","Medium","5.1","Medium","5.7","Medium","NO DATA",NA,"NO CRISIS","Low",6.5,0,0
"153","Ireland","IRL",59,2.2,0.471863855960883,4.16803573913646,0.01,0.01,0.000666666666667481,0.000666666666667481,66.716,0,2.66864,0,20210614,NA,79.27,NA,100,NA,76.31,NA,NA,0.112307692307693,0,3,NA,"119.5","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","4.2 %","Low","6.8 %","Medium","1.6 %","Low","Fully open","Low","NO DATA",NA,"500.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",2.5,0,0
"154","Iran","IRN",37.7,6.46,0.561446046712609,5.50608622495636,-28.7179340369916,-15.6986659818165,0,0,106.053,1.76,4.24212,3.52,20210614,NA,66.51,NA,37.5,NA,70.65,NA,NA,2.07538461538461,6.25,3.7,NA,"182.6","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","2.5 %","Low","10.8 %","Medium","39.0 %","High","Partially open","Medium","NO DATA",NA,"378.57%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","90.91%","High","1.6","Low","0.0","Low","4.3","Medium","No hotspot","Low","Medium","High",4.25,0,0
"155","Iraq","IRQ",25.8,8.84,0.579156044418726,5.77061281038241,-6.47743280325053,-1.77449290954276,0,0,105.311,0.593,4.21244,1.186,20210614,NA,66.15,NA,37.5,NA,70.24,NA,NA,2.13076923076923,6.25,4.8,NA,"143.5","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","1.1 %","Low","NO DATA",NA,"9.4 %","High","Closed due to COVID-19","High","NO DATA",NA,"50.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","35.07%","High","0.0","Low","0.0","Low","0.3","Low","No hotspot","Low","High","High",7,0,0
"156","Iceland","ISL",46.3,4.74,0.0892703386434036,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0,0,0,0,20210614,54.17,54.17,87.5,87.5,49.4,49.4,2,0,3.97384615384615,1.25,2.6,NA,"10.4","Low","-999","High","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-6.6 %","High","6.4 %","Medium","3.2 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",1.5,0,0
"157","Israel","ISR",47.3,4.54,0.934261202300882,10,-15.748987854251,-34.9108860407444,0,0,1.568,0.198,0.0627200000000006,0.396000000000001,20210614,52.08,52.08,75,75,48.81,48.81,2,1,4.29538461538462,2.5,2.7,NA,"4.1","Low","-999","High","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-2.4 %","High","5.0 %","Low","0.3 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","758.33%","High","0.0","Low","0.0","Low","0.3","Low","NO DATA",NA,"NO CRISIS","Low",1.75,0,0
"158","Italy","ITA",56.2,2.76,0.826364486950981,9.4630585281457,-48.6223206147956,-47.2678142842603,0,0,29.402,1.132,1.17608,2.264,20210614,NA,78.7,NA,75,NA,79.23,NA,NA,0.199999999999999,2.5,3.2,NA,"95.4","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-8.9 %","High","9.1 %","Medium","-0.1 %","Medium","Fully open","Low","NO DATA",NA,"-50.79%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","1.4","Low","NO DATA",NA,"NO CRISIS","Low",3,0,0
"159","Jamaica","JAM",29,8.2,0.528550321677491,5.01473699030071,-37.9191699403502,-33.2142175369399,0,0,15.727,1.303,0.62908,2.606,20210614,NA,73.75,NA,50,NA,77.14,NA,NA,0.961538461538462,5,4.1,NA,"39.2","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","1.5 %","Low","NO DATA",NA,"5.2 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-31.25%","Low","3.1","Medium","0.1","Low","1.8","Low","NO DATA",NA,"NO CRISIS","Low",5.25,0,0
"160","Jordan","JOR",42.1,5.58,1,10,-60.6307785143706,-68.3589635471324,0,0,0,0,0,0,20210614,NA,49.79,NA,37.5,NA,51.55,NA,NA,4.64769230769231,6.25,4.3,NA,"110.5","Medium","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","2.0 %","Low","NO DATA",NA,"0.4 %","Low","Closed due to COVID-19","High","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","1.7","Low","NO DATA",NA,"High","High",5.75,0,0
"161","Japan","JPN",59.8,2.04,0.524349795738758,4.9519955488841,-22.8136334652067,-47.4865931167767,0,0,14.282,0.556,0.571280000000002,1.112,20210614,NA,56.67,NA,100,NA,50.48,NA,NA,3.58923076923077,0,2.3,NA,"52.6","Medium","-999","High","Total border closure","Low","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.3 %","Low","2.8 %","Low","0.0 %","Medium","Fully open","Low","NO DATA",NA,"225.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"1.6","Low","2.4","Medium","0.1","Low","NO DATA",NA,"NO CRISIS","Low",0.75,0,0
"162","Kazakhstan","KAZ",40.7,5.86,0.566494764004182,5.58149673421125,-22.739158858139,-45.2348819419304,0,0,50.26,0.137,2.0104,0.274000000000001,20210614,NA,49.48,NA,0,NA,56.55,NA,NA,4.69538461538462,10,3.1,NA,"120.0","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","0","High","3.2 %","Low","5.5 %","Medium","6.4 %","High","Partially open","Medium","NO DATA",NA,"-57.14%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","-100.00%","Low","0.0","Low","0.0","Low","3.7","Medium","No hotspot","Low","NO CRISIS","Low",2.75,0,0
"163","Kenya","KEN",47.1,4.58,0.623502477917623,6.43299633091979,61.1743901804754,-4.65561706600716,4.07829267869836,0,7.561,0.327,0.302440000000001,0.654,20210614,NA,66.04,NA,75,NA,64.76,NA,NA,2.14769230769231,2.5,5.6,NA,"9.6","Low","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","1","Medium","-0.1 %","Medium","NO DATA",NA,"5.0 %","Medium","Fully open","Low","1,425,209","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","71.43%","High","1.1","Low","0.0","Low","5.9","Medium","No hotspot","Low","Medium","Medium",9,10,0
"164","Kyrgyzstan","KGZ",49.3,4.14,0.387013454189184,2.90066194128761,-8.97548002545647,51.9867007935955,0,3.46578005290636,74.383,0.942,2.97532,1.884,20210614,NA,52.92,NA,25,NA,56.9,NA,NA,4.16615384615385,7.5,3.8,NA,"61.3","Medium","47","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","6.0 %","Low","6.6 %","Medium","8.6 %","High","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","-76.47%","Low","2.8","Medium","0.0","Low","6.1","Medium","No hotspot","Low","NO CRISIS","Low",4.5,0,0
"165","Cambodia","KHM",39.2,6.16,0.381930725623582,2.82474342032463,117.154982103436,18.8609411767111,7.81033214022905,1.2573960784474,35.742,0.615,1.42968,1.23,20210614,63.33,63.33,12.5,12.5,70.6,70.6,1,0,2.56461538461538,8.75,4.9,NA,"45.2","Medium","-999","High","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-3.5 %","High","NO DATA",NA,"2.9 %","Low","Closed due to COVID-19","High","NO DATA",NA,"200.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","0.00%","Medium","0.0","Low","0.8","Low","4.5","Medium","No hotspot","Low","NO CRISIS","Low",7.25,0,0
"166","Kiribati","KIR",19.2,10,NA,NA,NA,NA,NA,NA,0,0,0,0,20210614,24.9,24.9,25,25,24.88,24.88,1,1,8.47692307692308,7.5,5.9,NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"1.8 %","Low","NO DATA",NA,"2.5 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","3.8","Medium","NO DATA",NA,"NO CRISIS","Low",9.75,0,0
"167","Saint Kitts and Nevis","KNA",26.2,8.76,NA,NA,NA,NA,NA,NA,193.37,0,7.7348,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,"43.2","Medium","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-18.7 %","High","NO DATA",NA,"-0.6 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.1","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",3.25,0,0
"168","Korea Republic of","KOR",17.5,10,0.442387053114063,3.72775346831195,-54.1397024484622,0.850374339636813,0,0.0566916226424539,10.131,0.039,0.405239999999999,0.0779999999999994,20210614,60.73,60.73,50,50,62.26,62.26,1,1,2.96461538461539,5,2.9,NA,"15.7","Low","-999","High","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-1.0 %","Medium","3.9 %","Low","0.5 %","Low","Partially open","Medium","NO DATA",NA,"-39.58%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","1.8","Low","0.3","Low","NO DATA",NA,"NO CRISIS","Low",2.25,0,0
"169","Kuwait","KWT",46.1,4.78,0.7370482417355,8.12898035591836,-31.9911307437295,20.6228554886092,0,1.37485703257395,360.14,0.836,10,1.672,20210614,NA,55.52,NA,37.5,NA,58.1,NA,NA,3.76615384615385,6.25,3.9,NA,"398.3","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","0.7 %","Medium","NO DATA",NA,"2.3 %","Low","Closed due to COVID-19","High","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"170","Lao PDR","LAO",43.1,5.38,0.238039644665405,0.67550450167796,-100,-66.9796211861221,0,0,0.648,0,0.0259200000000011,0,20210614,NA,74.79,NA,87.5,NA,72.98,NA,NA,0.80153846153846,1.25,4.6,NA,"4.4","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-0.4 %","Medium","NO DATA",NA,"5.1 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"2.0","Low","0.7","Low","2.4","Medium","No hotspot","Low","NO CRISIS","Low",6.5,0,0
"171","Lebanon","LBN",43.1,5.38,1,10,-32.9622884079709,-51.7402181150259,0,0,17.121,0.565,0.684839999999999,1.13,20210614,NA,65.73,NA,50,NA,67.98,NA,NA,2.19538461538462,5,5,NA,"66.3","Medium","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-25.0 %","High","NO DATA",NA,"88.2 %","High","Fully open","Low","NO DATA",NA,"-63.64%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","18.75%","Medium","0.0","Low","0.0","Low","1.2","Low","NO DATA",NA,"High","High",7.5,0,0
"172","Liberia","LBR",35.1,6.98,0.337301587301587,2.1581372599666,652.758352758353,381.096374889478,10,10,8.05,0.198,0.321999999999999,0.396000000000001,20210614,NA,46.98,NA,12.5,NA,51.9,NA,NA,5.08,8.75,6.2,NA,"1.0","Low","-999","High","Screening","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-3.0 %","High","NO DATA",NA,"10.9 %","High","Fully open","Low","939,381","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"4.1","Medium","0.0","Low","0.0","Low","No hotspot","Low","NO CRISIS","Low",10,0,0
"173","Libya","LBY",25.7,8.86,0.65232535895112,6.86351125409783,10.8680453055327,-12.9606123084991,0.724536353702177,0,36.965,0.374,1.4786,0.747999999999999,20210614,NA,59.48,NA,0,NA,67.98,NA,NA,3.15692307692308,10,4.3,NA,"59.1","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","131.0 %","Low","NO DATA",NA,"18.2 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","-50.00%","Low","0.0","Low","0.0","Low","0.0","Low","No hotspot","Low","Medium","Medium",5.75,0,0
"174","Saint Lucia","LCA",35.3,6.94,NA,NA,-64.1025641025641,-51.5600794828757,0,0,35.786,0,1.43144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,"128.0","High","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-18.9 %","High","NO DATA",NA,"-1.8 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.1","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"175","Liechtenstein","LIE",43.5,5.3,0.42888888888889,3.52613722017591,0.01,0.01,0.000666666666667481,0.000666666666667481,14.984,3.746,0.599360000000001,7.492,20210614,NA,56.35,NA,62.5,NA,55.48,NA,NA,3.63846153846154,3.75,1.9,NA,"51.6","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"Recommend not leaving house","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",0,0,0
"176","Sri Lanka","LKA",33.9,7.22,0.447241592058589,3.80026361947756,62.7065235295382,-2.47984040958691,4.18043490196921,0,122.121,2.935,4.88484,5.87,20210614,80.52,80.52,50,50,84.88,84.88,0,NA,0,5,4.3,NA,"190.1","High","20","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","No income support","High","2","Low","-3.6 %","High","5.8 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"600.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","1.8","Low","2.4","Medium","3.5","Medium","No hotspot","Low","NO CRISIS","Low",5.75,0,0
