Index,Countryname,Country,Data Level,Outlook,Dimension,Key,Value,Value_Char,Risk Label,Display Status,Overall Contribution
5373,Luxembourg,LUX,Indicator,Underlying,Macro Fiscal,Operational Risk Score,0,0,0,Secondary,TRUE
5374,Luxembourg,LUX,Dimension Value,Underlying,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
5375,Luxembourg,LUX,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,0,0,0,Secondary,TRUE
5376,Luxembourg,LUX,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,0,0,Low,Main,FALSE
5377,Luxembourg,LUX,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,0,0,0,Secondary,TRUE
5378,Luxembourg,LUX,Flag Count,Emerging,Flag,Number of Flags,1.5,1.5,1,Main,FALSE
5379,Luxembourg,LUX,Dimension Value,Emerging,Food Security,Food Security,3,3,Low,Main,FALSE
5380,Luxembourg,LUX,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
5381,Luxembourg,LUX,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
5382,Luxembourg,LUX,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),3,3,3,Secondary,TRUE
5383,Luxembourg,LUX,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
5384,Luxembourg,LUX,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
5385,Luxembourg,LUX,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,NA,NA,NA,Secondary,TRUE
5386,Luxembourg,LUX,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
5387,Luxembourg,LUX,Dimension Value,Emerging,Health,Health,8,8,Medium,Main,FALSE
5388,Luxembourg,LUX,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
5389,Luxembourg,LUX,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
5390,Luxembourg,LUX,Indicator,Emerging,Health,Oxford Gov Response Index,3,3,3,Secondary,TRUE
5391,Luxembourg,LUX,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
5392,Luxembourg,LUX,Indicator,Emerging,Health,New Covid Cases per 1M,8,8,8,Secondary,TRUE
5393,Luxembourg,LUX,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
5394,Luxembourg,LUX,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,7,7,7,Secondary,TRUE
5395,Luxembourg,LUX,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
5396,Luxembourg,LUX,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,10,10,High,Main,FALSE
5397,Luxembourg,LUX,Indicator,Emerging,Macro Fiscal,Operational Risk Score,10,10,10,Secondary,TRUE
5398,Luxembourg,LUX,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
5399,Luxembourg,LUX,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
5400,Luxembourg,LUX,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
5401,Luxembourg,LUX,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
5402,Luxembourg,LUX,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
5403,Luxembourg,LUX,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,3,3,Low,Main,FALSE
5404,Luxembourg,LUX,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",3,3,3,Secondary,TRUE
5405,Luxembourg,LUX,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
5406,Luxembourg,LUX,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,0,0,0,Secondary,TRUE
5407,Luxembourg,LUX,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
5408,Luxembourg,LUX,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",NA,NA,NA,Secondary,TRUE
5409,Latvia,LVA,Flag Count,Overall,Flag,Number of Flags,0.5,0.5,0,Main,TRUE
5410,Latvia,LVA,Dimension Value,Overall,Food Security,Food Security,0,0,Low,Main,TRUE
5411,Latvia,LVA,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
5412,Latvia,LVA,Dimension Value,Overall,Health,Health,5,5,Medium,Main,TRUE
5413,Latvia,LVA,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,0,0,Low,Main,TRUE
5414,Latvia,LVA,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
5415,Latvia,LVA,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,3,3,Low,Main,TRUE
5416,Latvia,LVA,Flag Count,Underlying,Flag,Number of Flags,0,0,0,Main,FALSE
5417,Latvia,LVA,Dimension Value,Underlying,Food Security,Food Security,0,0,Low,Main,FALSE
5418,Latvia,LVA,Indicator,Underlying,Food Security,Proteus Composite Index,0,0,0,Secondary,TRUE
5419,Latvia,LVA,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
5420,Latvia,LVA,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
5421,Latvia,LVA,Dimension Value,Underlying,Health,Health,3,3,Low,Main,FALSE
5422,Latvia,LVA,Indicator,Underlying,Health,Global Health Security Index,1,1,1,Secondary,TRUE
5423,Latvia,LVA,Indicator,Underlying,Health,INFORM Rating,3,3,3,Secondary,TRUE
5424,Latvia,LVA,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,3,3,Low,Main,FALSE
5425,Latvia,LVA,Indicator,Underlying,Macro Fiscal,Operational Risk Score,3,3,3,Secondary,TRUE
5426,Latvia,LVA,Dimension Value,Underlying,Natural Hazard,Natural Hazard,1,1,Low,Main,FALSE
5427,Latvia,LVA,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,1,1,1,Secondary,TRUE
5428,Latvia,LVA,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,1,1,Low,Main,FALSE
5429,Latvia,LVA,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,1,1,1,Secondary,TRUE
5430,Latvia,LVA,Flag Count,Emerging,Flag,Number of Flags,1,1,1,Main,FALSE
5431,Latvia,LVA,Dimension Value,Emerging,Food Security,Food Security,1,1,Low,Main,FALSE
5432,Latvia,LVA,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
5433,Latvia,LVA,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
5434,Latvia,LVA,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),1,1,1,Secondary,TRUE
5435,Latvia,LVA,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
5436,Latvia,LVA,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
5437,Latvia,LVA,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
5438,Latvia,LVA,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
5439,Latvia,LVA,Dimension Value,Emerging,Health,Health,10,10,High,Main,FALSE
5440,Latvia,LVA,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
5441,Latvia,LVA,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
5442,Latvia,LVA,Indicator,Emerging,Health,Oxford Gov Response Index,6,6,6,Secondary,TRUE
5443,Latvia,LVA,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
5444,Latvia,LVA,Indicator,Emerging,Health,New Covid Cases per 1M,0,0,0,Secondary,TRUE
5445,Latvia,LVA,Indicator,Emerging,Health,New Covid Deaths per 1M,1,1,1,Secondary,TRUE
5446,Latvia,LVA,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,10,10,10,Secondary,TRUE
5447,Latvia,LVA,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
5448,Latvia,LVA,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,0,0,Low,Main,FALSE
5449,Latvia,LVA,Indicator,Emerging,Macro Fiscal,Operational Risk Score,0,0,0,Secondary,TRUE
5450,Latvia,LVA,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
5451,Latvia,LVA,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
5452,Latvia,LVA,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
5453,Latvia,LVA,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
5454,Latvia,LVA,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
5455,Latvia,LVA,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,6,6,Low,Main,FALSE
5456,Latvia,LVA,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",6,6,6,Secondary,TRUE
5457,Latvia,LVA,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
5458,Latvia,LVA,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,3,3,3,Secondary,TRUE
5459,Latvia,LVA,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
5460,Latvia,LVA,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",NA,NA,NA,Secondary,TRUE
5461,Morocco,MAR,Flag Count,Overall,Flag,Number of Flags,2,2,2,Main,TRUE
5462,Morocco,MAR,Dimension Value,Overall,Food Security,Food Security,NA,NA,NA,Main,TRUE
5463,Morocco,MAR,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
5464,Morocco,MAR,Dimension Value,Overall,Health,Health,7,7,High,Main,TRUE
5465,Morocco,MAR,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,4,4,Low,Main,TRUE
5466,Morocco,MAR,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
5467,Morocco,MAR,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,7,7,High,Main,TRUE
5468,Morocco,MAR,Flag Count,Underlying,Flag,Number of Flags,0,0,0,Main,FALSE
5469,Morocco,MAR,Dimension Value,Underlying,Food Security,Food Security,3,3,Low,Main,FALSE
5470,Morocco,MAR,Indicator,Underlying,Food Security,Proteus Composite Index,3,3,3,Secondary,TRUE
5471,Morocco,MAR,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
5472,Morocco,MAR,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
5473,Morocco,MAR,Dimension Value,Underlying,Health,Health,5,5,Low,Main,FALSE
5474,Morocco,MAR,Indicator,Underlying,Health,Global Health Security Index,5,5,5,Secondary,TRUE
5475,Morocco,MAR,Indicator,Underlying,Health,INFORM Rating,5,5,5,Secondary,TRUE
5476,Morocco,MAR,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,3,3,Low,Main,FALSE
5477,Morocco,MAR,Indicator,Underlying,Macro Fiscal,Operational Risk Score,3,3,3,Secondary,TRUE
5478,Morocco,MAR,Dimension Value,Underlying,Natural Hazard,Natural Hazard,6,6,Low,Main,FALSE
5479,Morocco,MAR,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,6,6,6,Secondary,TRUE
5480,Morocco,MAR,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,6,6,Low,Main,FALSE
5481,Morocco,MAR,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,6,6,6,Secondary,TRUE
5482,Morocco,MAR,Flag Count,Emerging,Flag,Number of Flags,2.5,2.5,2,Main,FALSE
5483,Morocco,MAR,Dimension Value,Emerging,Food Security,Food Security,NA,NA,NA,Main,FALSE
5484,Morocco,MAR,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
5485,Morocco,MAR,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
5486,Morocco,MAR,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),NA,NA,NA,Secondary,TRUE
5487,Morocco,MAR,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,10,10,High,Main,FALSE
5488,Morocco,MAR,Indicator,Emerging,Conflict and Fragility,Political Fatalities,10,10,10,Secondary,TRUE
5489,Morocco,MAR,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
5490,Morocco,MAR,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
5491,Morocco,MAR,Dimension Value,Emerging,Health,Health,8,8,Medium,Main,FALSE
5492,Morocco,MAR,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",8,8,8,Secondary,TRUE
5493,Morocco,MAR,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",2,2,2,Secondary,TRUE
5494,Morocco,MAR,Indicator,Emerging,Health,Oxford Gov Response Index,3,3,3,Secondary,TRUE
5495,Morocco,MAR,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
5496,Morocco,MAR,Indicator,Emerging,Health,New Covid Cases per 1M,1,1,1,Secondary,TRUE
5497,Morocco,MAR,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
5498,Morocco,MAR,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,5,5,5,Secondary,TRUE
5499,Morocco,MAR,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
5500,Morocco,MAR,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,4,4,Low,Main,FALSE
5501,Morocco,MAR,Indicator,Emerging,Macro Fiscal,Operational Risk Score,4,4,4,Secondary,TRUE
5502,Morocco,MAR,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
5503,Morocco,MAR,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
5504,Morocco,MAR,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
5505,Morocco,MAR,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
5506,Morocco,MAR,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
5507,Morocco,MAR,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,10,10,High,Main,FALSE
5508,Morocco,MAR,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",9,9,9,Secondary,TRUE
5509,Morocco,MAR,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,10,10,10,Secondary,TRUE
5510,Morocco,MAR,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,0,0,0,Secondary,TRUE
5511,Morocco,MAR,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
5512,Morocco,MAR,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",7,7,7,Secondary,TRUE
5513,Moldova Republic of,MDA,Flag Count,Overall,Flag,Number of Flags,2,2,2,Main,TRUE
5514,Moldova Republic of,MDA,Dimension Value,Overall,Food Security,Food Security,4,4,Low,Main,TRUE
5515,Moldova Republic of,MDA,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
5516,Moldova Republic of,MDA,Dimension Value,Overall,Health,Health,7,7,High,Main,TRUE
5517,Moldova Republic of,MDA,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,5,5,Medium,Main,TRUE
5518,Moldova Republic of,MDA,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
5519,Moldova Republic of,MDA,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,5,5,Medium,Main,TRUE
5520,Moldova Republic of,MDA,Flag Count,Underlying,Flag,Number of Flags,0,0,0,Main,FALSE
5521,Moldova Republic of,MDA,Dimension Value,Underlying,Food Security,Food Security,4,4,Low,Main,FALSE
5522,Moldova Republic of,MDA,Indicator,Underlying,Food Security,Proteus Composite Index,4,4,4,Secondary,TRUE
5523,Moldova Republic of,MDA,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
5524,Moldova Republic of,MDA,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
5525,Moldova Republic of,MDA,Dimension Value,Underlying,Health,Health,6,6,Low,Main,FALSE
5526,Moldova Republic of,MDA,Indicator,Underlying,Health,Global Health Security Index,5,5,5,Secondary,TRUE
5527,Moldova Republic of,MDA,Indicator,Underlying,Health,INFORM Rating,6,6,6,Secondary,TRUE
5528,Moldova Republic of,MDA,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,6,6,Low,Main,FALSE
5529,Moldova Republic of,MDA,Indicator,Underlying,Macro Fiscal,Operational Risk Score,6,6,6,Secondary,TRUE
5530,Moldova Republic of,MDA,Dimension Value,Underlying,Natural Hazard,Natural Hazard,5,5,Low,Main,FALSE
5531,Moldova Republic of,MDA,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,5,5,5,Secondary,TRUE
5532,Moldova Republic of,MDA,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,3,3,Low,Main,FALSE
5533,Moldova Republic of,MDA,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,3,3,3,Secondary,TRUE
5534,Moldova Republic of,MDA,Flag Count,Emerging,Flag,Number of Flags,1.5,1.5,1,Main,FALSE
5535,Moldova Republic of,MDA,Dimension Value,Emerging,Food Security,Food Security,5,5,Low,Main,FALSE
5536,Moldova Republic of,MDA,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
5537,Moldova Republic of,MDA,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
5538,Moldova Republic of,MDA,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),5,5,5,Secondary,TRUE
5539,Moldova Republic of,MDA,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
5540,Moldova Republic of,MDA,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
5541,Moldova Republic of,MDA,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
5542,Moldova Republic of,MDA,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
5543,Moldova Republic of,MDA,Dimension Value,Emerging,Health,Health,10,10,High,Main,FALSE
5544,Moldova Republic of,MDA,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",1,1,1,Secondary,TRUE
5545,Moldova Republic of,MDA,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
5546,Moldova Republic of,MDA,Indicator,Emerging,Health,Oxford Gov Response Index,2,2,2,Secondary,TRUE
5547,Moldova Republic of,MDA,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
5548,Moldova Republic of,MDA,Indicator,Emerging,Health,New Covid Cases per 1M,0,0,0,Secondary,TRUE
5549,Moldova Republic of,MDA,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
5550,Moldova Republic of,MDA,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,10,10,10,Secondary,TRUE
5551,Moldova Republic of,MDA,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
5552,Moldova Republic of,MDA,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,3,3,Low,Main,FALSE
5553,Moldova Republic of,MDA,Indicator,Emerging,Macro Fiscal,Operational Risk Score,3,3,3,Secondary,TRUE
5554,Moldova Republic of,MDA,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
5555,Moldova Republic of,MDA,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
5556,Moldova Republic of,MDA,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
5557,Moldova Republic of,MDA,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
5558,Moldova Republic of,MDA,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
5559,Moldova Republic of,MDA,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,9,9,Medium,Main,FALSE
5560,Moldova Republic of,MDA,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",9,9,9,Secondary,TRUE
5561,Moldova Republic of,MDA,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
5562,Moldova Republic of,MDA,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,0,0,0,Secondary,TRUE
5563,Moldova Republic of,MDA,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
5564,Moldova Republic of,MDA,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",7,7,7,Secondary,TRUE
5565,Madagascar,MDG,Flag Count,Overall,Flag,Number of Flags,4.5,4.5,4,Main,TRUE
5566,Madagascar,MDG,Dimension Value,Overall,Food Security,Food Security,10,10,High,Main,TRUE
5567,Madagascar,MDG,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
5568,Madagascar,MDG,Dimension Value,Overall,Health,Health,6,6,Medium,Main,TRUE
5569,Madagascar,MDG,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,7,7,High,Main,TRUE
5570,Madagascar,MDG,Dimension Value,Overall,Natural Hazard,Natural Hazard,9,9,High,Main,TRUE
5571,Madagascar,MDG,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,7,7,High,Main,TRUE
5572,Madagascar,MDG,Flag Count,Underlying,Flag,Number of Flags,3.5,3.5,3,Main,FALSE
5573,Madagascar,MDG,Dimension Value,Underlying,Food Security,Food Security,10,10,High,Main,FALSE
5574,Madagascar,MDG,Indicator,Underlying,Food Security,Proteus Composite Index,10,10,10,Secondary,TRUE
5575,Madagascar,MDG,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
5576,Madagascar,MDG,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
5577,Madagascar,MDG,Dimension Value,Underlying,Health,Health,10,10,High,Main,FALSE
5578,Madagascar,MDG,Indicator,Underlying,Health,Global Health Security Index,5,5,5,Secondary,TRUE
5579,Madagascar,MDG,Indicator,Underlying,Health,INFORM Rating,10,10,10,Secondary,TRUE
5580,Madagascar,MDG,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,7,7,Medium,Main,FALSE
5581,Madagascar,MDG,Indicator,Underlying,Macro Fiscal,Operational Risk Score,7,7,7,Secondary,TRUE
5582,Madagascar,MDG,Dimension Value,Underlying,Natural Hazard,Natural Hazard,8,8,Medium,Main,FALSE
5583,Madagascar,MDG,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,8,8,8,Secondary,TRUE
5584,Madagascar,MDG,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,8,8,Medium,Main,FALSE
5585,Madagascar,MDG,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,8,8,8,Secondary,TRUE
5586,Madagascar,MDG,Flag Count,Emerging,Flag,Number of Flags,2.5,2.5,2,Main,FALSE
5587,Madagascar,MDG,Dimension Value,Emerging,Food Security,Food Security,10,10,High,Main,FALSE
5588,Madagascar,MDG,Indicator,Emerging,Food Security,FAO WFP Warning,10,10,10,Secondary,TRUE
5589,Madagascar,MDG,Indicator,Emerging,Food Security,FEWS NET Score,7,7,7,Secondary,TRUE
5590,Madagascar,MDG,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),3,3,3,Secondary,TRUE
5591,Madagascar,MDG,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,6,6,Low,Main,FALSE
5592,Madagascar,MDG,Indicator,Emerging,Conflict and Fragility,Political Fatalities,6,6,6,Secondary,TRUE
5593,Madagascar,MDG,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
5594,Madagascar,MDG,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
5595,Madagascar,MDG,Dimension Value,Emerging,Health,Health,4,4,Low,Main,FALSE
5596,Madagascar,MDG,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
5597,Madagascar,MDG,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
5598,Madagascar,MDG,Indicator,Emerging,Health,Oxford Gov Response Index,4,4,4,Secondary,TRUE
5599,Madagascar,MDG,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
5600,Madagascar,MDG,Indicator,Emerging,Health,New Covid Cases per 1M,0,0,0,Secondary,TRUE
5601,Madagascar,MDG,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
5602,Madagascar,MDG,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,0,0,0,Secondary,TRUE
5603,Madagascar,MDG,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
5604,Madagascar,MDG,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,6,6,Low,Main,FALSE
5605,Madagascar,MDG,Indicator,Emerging,Macro Fiscal,Operational Risk Score,6,6,6,Secondary,TRUE
5606,Madagascar,MDG,Dimension Value,Emerging,Natural Hazard,Natural Hazard,10,10,High,Main,FALSE
5607,Madagascar,MDG,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
5608,Madagascar,MDG,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
5609,Madagascar,MDG,Indicator,Emerging,Natural Hazard,INFORM Severity,10,10,10,Secondary,TRUE
5610,Madagascar,MDG,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
5611,Madagascar,MDG,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,7,7,Medium,Main,FALSE
5612,Madagascar,MDG,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",NA,NA,NA,Secondary,TRUE
